Age,Gender,Marital_Status,Education,Employment_Type,Years_Employed,Applicant_Income,CoApplicant_Income,CIBIL_Score,Existing_Debt,Property_Value,Loan_Amount,Loan_Term,Loan_Status
35,Male,Single,Graduate,SelfEmployed,3,79882,56987,565,4936196,3412337,2045718,360,0
43,Female,Single,Graduate,Business,24,70814,32961,891,1602595,7846433,747280,120,1
34,Male,Single,Graduate,SelfEmployed,10,157432,54613,791,1514927,5921137,2659787,240,1
22,Male,Single,HighSchool,Salaried,28,54633,88392,548,3294880,2671012,2466703,120,0
33,Male,Single,HighSchool,Salaried,26,92021,65847,681,3565305,1652314,2016111,360,0
38,Male,Single,Postgraduate,SelfEmployed,9,21934,74787,849,4272199,5624663,2315078,360,0
32,Female,Married,HighSchool,Salaried,4,15765,53734,773,2600810,5182557,1400372,180,0
59,Female,Married,Graduate,SelfEmployed,0,155367,93393,596,712289,8894894,2046307,180,1
24,Male,Single,Graduate,Business,13,119984,74306,799,4987720,5607917,1203765,60,1
44,Male,Single,Graduate,Salaried,14,118651,14462,569,1759718,9737027,1676090,60,0
46,Male,Married,HighSchool,SelfEmployed,8,46655,18854,847,3100370,5303403,306483,240,0
49,Female,Married,Postgraduate,SelfEmployed,29,98094,84869,736,1274645,6125828,1049315,180,1
31,Male,Single,HighSchool,Business,8,55927,98530,886,1251344,8014674,2617219,120,1
44,Female,Single,HighSchool,SelfEmployed,28,95125,60723,613,3806508,8577429,2969297,240,0
51,Male,Single,Postgraduate,Business,5,56347,52832,878,412882,3648424,1049677,180,1
39,Female,Married,Graduate,Business,15,178323,52807,515,490585,5950671,2303961,60,0
23,Male,Married,Postgraduate,Business,23,58147,58827,424,697690,5085041,159321,240,0
43,Male,Married,Postgraduate,Salaried,22,119596,96839,402,2695672,2282284,2665499,360,0
25,Female,Married,Postgraduate,SelfEmployed,25,111905,98314,401,179311,7752739,672161,360,1
59,Male,Single,Graduate,Business,12,137793,65820,699,2725314,4257667,2516059,240,0
56,Female,Single,Postgraduate,Business,24,39475,53603,887,3506729,5478526,2934699,240,0
52,Male,Married,Postgraduate,SelfEmployed,28,154733,28512,865,2932303,2930145,2834791,360,0
50,Male,Married,Graduate,SelfEmployed,15,23461,27945,731,4841104,1205824,1918519,360,0
26,Male,Single,Postgraduate,Salaried,22,62369,74531,504,28911,6915432,2438462,240,0
40,Female,Single,Graduate,SelfEmployed,23,86332,33576,403,4197597,9258553,2331683,240,0
21,Female,Married,Graduate,Salaried,21,86773,9236,405,2144079,1154616,468578,120,0
56,Male,Single,Graduate,SelfEmployed,21,45581,72108,337,2864546,4641357,1906406,180,0
26,Male,Single,Postgraduate,SelfEmployed,25,193543,47904,506,3488829,3443294,1141207,240,0
34,Male,Single,Postgraduate,Salaried,0,119395,35401,729,3726414,930035,2772822,120,0
23,Female,Married,Postgraduate,Salaried,11,183824,82531,737,4553707,4674950,617555,180,0
57,Female,Married,HighSchool,Business,19,168942,32341,626,4475093,5612831,639725,240,0
57,Female,Single,Graduate,Business,4,43094,14466,533,4302689,4823380,2829803,240,0
49,Female,Married,Graduate,Business,15,177428,21955,840,766466,6193920,1974333,240,1
29,Male,Married,HighSchool,SelfEmployed,23,158877,4400,480,413725,7285995,1562311,180,0
55,Female,Married,HighSchool,SelfEmployed,10,87335,97557,618,1713910,6689740,2640584,60,0
23,Female,Married,HighSchool,Salaried,21,15538,76151,555,1235221,5269135,1641431,240,0
44,Male,Single,HighSchool,Salaried,20,38940,36481,486,2395809,3721442,1631503,240,0
29,Female,Married,HighSchool,Salaried,28,67200,31589,568,2393881,7300635,1286879,180,0
36,Male,Married,Postgraduate,Business,10,153681,9737,567,303046,1075063,488145,180,1
26,Female,Single,HighSchool,Business,3,37065,48844,865,2834229,7662591,485179,180,0
30,Male,Single,Graduate,Salaried,0,140300,57398,384,3629011,2641000,1652975,240,0
56,Male,Single,Postgraduate,SelfEmployed,1,85231,1006,399,1918071,1282638,1031531,360,0
29,Male,Single,Postgraduate,SelfEmployed,13,15181,12812,488,4234522,5245225,2402606,60,0
44,Female,Single,Postgraduate,Salaried,3,144729,29552,714,2822460,7361819,1880316,120,0
52,Male,Married,HighSchool,Business,27,60197,61035,889,3101144,2037547,1152988,60,1
40,Female,Married,HighSchool,SelfEmployed,24,52448,64579,770,3511003,6761682,1017397,120,1
39,Female,Married,HighSchool,Business,14,48050,40377,599,4435520,8040707,2281429,180,0
59,Male,Married,HighSchool,Business,10,81323,24618,500,720603,4485633,2283800,60,0
39,Male,Single,Graduate,Business,15,189273,16921,780,1200557,9301791,763258,60,1
35,Male,Single,Graduate,Business,26,141367,77934,511,1160874,1305741,1112698,240,0
50,Male,Married,HighSchool,Business,29,163993,43937,513,2543866,2561854,2800470,360,0
41,Male,Married,HighSchool,Business,17,150246,62933,604,3407295,9940487,1457373,120,0
44,Male,Single,HighSchool,Salaried,12,42230,16466,392,490773,8654196,762735,360,0
26,Male,Married,Postgraduate,SelfEmployed,23,154767,230,659,2598450,9046030,1356466,120,0
37,Male,Single,HighSchool,SelfEmployed,9,163216,70779,572,3267290,1247111,2955212,60,0
31,Male,Married,Graduate,Salaried,18,42577,13494,636,3311562,843853,1352952,240,0
45,Male,Single,Graduate,Business,13,116751,24281,618,4086871,1088877,583768,60,0
51,Female,Married,HighSchool,Salaried,28,160900,6149,646,3985941,4607194,1613244,180,0
37,Female,Married,Postgraduate,SelfEmployed,0,55372,36782,465,96628,4793260,622746,360,0
40,Male,Married,Postgraduate,Business,28,125329,40508,331,2922378,5680939,2086291,240,0
27,Male,Married,HighSchool,Business,10,184244,38060,631,1419468,7369094,1749643,60,0
23,Male,Single,Postgraduate,Business,1,149661,49007,869,957608,843161,1497748,180,1
32,Male,Married,Postgraduate,SelfEmployed,14,154724,90902,501,498317,2308834,1332509,240,0
45,Male,Married,Graduate,Business,8,198785,35878,757,4363051,8102154,1874440,360,1
24,Female,Married,Graduate,Salaried,16,156902,48215,698,1890881,2333284,1918994,60,1
54,Male,Married,Graduate,Salaried,23,33839,19830,681,627403,2313177,2574956,360,0
30,Male,Single,HighSchool,SelfEmployed,24,53703,65422,434,4550854,5891018,1323939,240,0
27,Female,Single,HighSchool,Salaried,8,165301,68474,445,1484678,9819987,1211318,240,0
57,Male,Married,Graduate,Business,27,39116,5886,660,3160236,856348,269008,120,0
45,Male,Single,HighSchool,Salaried,11,131294,12924,754,1441083,3280980,2094459,120,1
36,Male,Married,Postgraduate,Salaried,1,59337,4932,778,51111,8959327,251816,360,1
37,Female,Single,Graduate,Business,22,55874,64737,473,1944510,7502240,2443098,360,0
38,Female,Married,Graduate,Salaried,13,157263,99509,859,2965731,7498581,1445624,240,1
58,Male,Married,Graduate,SelfEmployed,22,18018,78496,467,2852973,4515876,1823564,60,0
28,Male,Single,HighSchool,Business,17,49225,3546,842,2202817,2493783,487332,60,0
59,Female,Single,Graduate,Salaried,11,134612,22141,818,1831837,6026652,2617611,240,0
26,Female,Single,HighSchool,Business,4,60618,82141,830,2103645,9248790,1668798,60,0
42,Female,Single,Postgraduate,Salaried,24,81332,80372,325,4381205,1126763,829071,180,0
48,Male,Single,Postgraduate,SelfEmployed,9,16369,14068,527,270260,1723335,2158442,240,0
47,Male,Married,Graduate,Business,21,107920,53634,306,1465794,9752714,1487683,60,0
42,Male,Married,HighSchool,SelfEmployed,13,32456,70982,773,4952951,714302,1188535,180,0
57,Male,Single,HighSchool,Business,17,169560,81308,888,1377912,8458711,209615,180,1
46,Female,Married,Graduate,Business,23,168033,228,583,632152,1632120,2875986,240,0
28,Female,Married,HighSchool,Business,23,136124,38154,828,37339,6380759,310868,180,1
22,Male,Single,Graduate,Business,13,84753,73184,411,1604817,3141244,558753,240,0
31,Male,Single,Graduate,Salaried,11,137750,32601,781,1736305,4214633,2849680,180,0
44,Male,Single,Graduate,Salaried,21,182419,72731,503,3295540,2711449,2734255,120,0
32,Male,Single,Postgraduate,Salaried,12,145134,18462,399,2001562,4838158,1047714,60,0
52,Male,Married,HighSchool,Business,25,55126,80123,300,2729418,2913657,2928019,360,0
29,Female,Single,Graduate,SelfEmployed,11,111555,79558,505,301806,4209866,1016035,180,0
46,Male,Married,HighSchool,Salaried,8,152733,57029,747,1550323,5920394,1436663,120,1
52,Female,Single,Graduate,Salaried,11,102789,18184,498,3896845,1281321,1557290,180,0
39,Male,Single,Graduate,Business,7,79320,86934,528,786750,4378785,2799299,60,0
22,Male,Married,Postgraduate,Salaried,29,164247,48887,771,2098113,5190389,1516540,360,1
44,Female,Married,Postgraduate,Salaried,1,85077,30678,398,1999926,4490962,1164848,180,0
39,Male,Married,Graduate,SelfEmployed,7,155435,52430,659,3726754,5416919,799573,240,0
38,Male,Married,Postgraduate,SelfEmployed,29,59262,91021,311,2458579,8004144,407687,120,0
34,Male,Married,HighSchool,Salaried,24,98515,31803,470,758347,8066929,1350313,180,0
50,Male,Single,Postgraduate,SelfEmployed,6,169653,27993,364,4600604,1369528,1040071,120,0
37,Male,Single,Graduate,Salaried,14,42875,17734,857,2673140,1773818,1264241,240,0
22,Female,Single,HighSchool,Business,29,131582,59724,531,2721784,5763389,2888119,240,0
48,Female,Single,Graduate,Salaried,12,158484,56399,826,905751,1672056,169128,240,1
50,Male,Married,HighSchool,Business,2,151722,37264,520,4678273,1991380,857385,240,0
46,Female,Single,Postgraduate,Salaried,9,152314,13832,817,1536151,9094313,409996,60,1
47,Male,Single,HighSchool,Business,8,80353,23880,828,521321,9360901,1701839,60,1
40,Male,Married,Graduate,Business,9,55596,40653,708,1998235,5880301,123347,360,0
54,Male,Single,HighSchool,Business,14,17003,25607,816,4918747,8406139,1778272,240,0
56,Male,Married,Postgraduate,Business,25,186550,81714,350,129682,2211432,2676770,60,0
27,Male,Single,Graduate,Business,0,143053,28371,568,1378599,6929716,1994588,60,0
29,Male,Single,HighSchool,SelfEmployed,19,176315,32860,667,155582,2699989,1742801,60,1
46,Female,Single,Graduate,SelfEmployed,2,87403,46944,462,4675437,6764989,1750230,360,0
21,Male,Single,HighSchool,SelfEmployed,20,171526,61806,785,364255,2591901,195642,120,1
33,Female,Married,Postgraduate,Business,19,16884,78968,349,2203098,8877835,1975728,240,0
23,Female,Single,Graduate,Salaried,0,30813,4466,483,2155267,9631669,1882713,240,0
50,Female,Married,Postgraduate,SelfEmployed,6,133950,83462,441,65625,6492337,2480086,180,0
44,Male,Single,Postgraduate,SelfEmployed,24,52624,89713,395,3660485,4941602,1804084,120,0
40,Male,Single,Postgraduate,Business,10,159610,92517,887,1116475,4890622,1438228,240,1
50,Female,Married,Postgraduate,Salaried,25,58548,55003,470,4815241,4908585,2949925,240,0
46,Male,Married,Postgraduate,Salaried,9,182556,29577,795,554846,5587882,850565,180,1
32,Female,Single,Graduate,Salaried,8,113235,76999,678,1141839,5402334,1876116,180,1
57,Female,Single,Graduate,SelfEmployed,12,80553,71535,409,3917372,6300370,544403,120,0
42,Male,Single,Postgraduate,SelfEmployed,10,194596,47515,619,3741247,9360997,1227990,360,0
53,Male,Married,HighSchool,SelfEmployed,7,184744,46686,389,604918,6130525,1455485,180,0
23,Female,Married,Graduate,Salaried,20,145530,48469,725,2798450,9303089,1951926,120,0
55,Male,Married,Postgraduate,SelfEmployed,9,121999,69677,746,3568783,3900216,943837,120,0
36,Male,Married,Graduate,SelfEmployed,11,154640,42145,507,2202518,6319818,2003391,180,0
43,Female,Single,Graduate,Salaried,17,169692,45577,410,4451876,6422435,2880734,120,0
32,Female,Married,Graduate,SelfEmployed,12,157678,51138,398,3271334,7405137,904564,120,0
43,Female,Single,Postgraduate,SelfEmployed,1,199718,34575,675,199257,2246516,426950,180,1
44,Female,Married,HighSchool,Salaried,16,84611,97777,725,610150,3942411,2509465,360,1
21,Male,Married,Graduate,Business,10,75210,59754,365,132872,517192,1596382,120,0
30,Female,Married,Postgraduate,Salaried,23,52473,39379,687,1029793,1594390,613861,120,0
42,Female,Married,Graduate,SelfEmployed,12,81258,8947,502,3145418,827605,646798,120,0
40,Male,Single,Graduate,SelfEmployed,16,94949,768,716,4697122,7190229,2633687,360,0
57,Female,Married,HighSchool,Business,23,198214,78922,693,4832713,8337805,2301689,360,0
53,Male,Married,HighSchool,Business,16,177331,48879,743,2041350,1466208,2168443,240,0
50,Male,Married,HighSchool,SelfEmployed,26,77236,42494,816,2944064,5903454,2914709,360,0
37,Male,Single,Graduate,Salaried,23,129547,54490,545,1011237,3701274,133588,180,0
44,Male,Single,Graduate,Business,5,195130,73231,420,198742,7379020,2070222,60,1
35,Male,Married,Graduate,Salaried,22,95836,30549,410,4089058,4956191,430790,120,0
54,Male,Married,Graduate,SelfEmployed,6,134343,258,436,3668903,1383068,1070598,240,0
53,Female,Single,HighSchool,Business,18,33134,16786,487,2017772,1865750,634782,180,0
54,Male,Single,HighSchool,SelfEmployed,13,60540,88499,831,3467443,3519652,2521379,180,0
39,Female,Married,HighSchool,Salaried,17,41532,36861,807,2286168,2622771,1432549,240,0
35,Female,Married,Graduate,Business,18,163712,17511,520,3987393,2467129,1776351,60,0
52,Female,Single,Postgraduate,SelfEmployed,9,182038,43705,423,3261780,6197586,1107929,120,0
38,Male,Married,Graduate,Business,3,60915,75969,611,803811,8967754,2330855,360,0
28,Male,Single,HighSchool,Salaried,28,109756,25772,361,4720228,5884533,1431639,180,0
54,Male,Married,Graduate,SelfEmployed,15,182518,90526,696,3417348,6534298,470302,120,0
40,Male,Married,Postgraduate,Business,9,192844,75956,595,4699791,3204303,1964572,360,0
48,Male,Married,Postgraduate,Salaried,11,162806,26886,423,2364957,9941022,2178576,120,0
31,Male,Married,Postgraduate,Salaried,27,104806,33884,433,2857778,6655301,1211033,60,0
42,Male,Married,Postgraduate,SelfEmployed,13,98050,83323,323,1611262,6268549,1034257,360,0
39,Male,Single,Postgraduate,SelfEmployed,24,154639,80152,518,1688509,3825543,1654229,120,0
50,Male,Single,HighSchool,Salaried,9,63284,60238,380,191695,6157401,2237173,60,0
31,Female,Single,Postgraduate,Business,1,78296,52979,785,2966841,6082841,2735448,360,0
29,Male,Married,HighSchool,SelfEmployed,29,199754,10237,730,2067885,1952260,1822397,60,1
35,Female,Single,Graduate,Salaried,8,159661,53324,839,3163302,3061412,1705643,180,1
21,Female,Single,Postgraduate,Business,10,40491,19553,525,4342206,4360342,1324343,240,0
31,Female,Single,Graduate,Business,15,98321,3407,319,1702327,6206451,2744703,60,0
26,Female,Married,Postgraduate,Business,2,73389,12512,534,3652948,9810149,1810790,120,0
28,Female,Single,Graduate,SelfEmployed,27,43090,63479,880,432082,6103272,992184,240,1
33,Male,Single,Graduate,SelfEmployed,1,94218,22055,377,4399292,2694456,2155782,180,0
50,Female,Single,HighSchool,Salaried,1,38094,13353,710,439169,9315235,214708,60,0
58,Female,Married,HighSchool,Business,14,58024,11592,509,4106622,5401503,2051112,180,0
21,Male,Single,Graduate,SelfEmployed,29,57925,16687,854,3134130,2895836,1428885,120,0
46,Female,Single,Graduate,Salaried,19,157454,94154,407,1385328,5466182,2136314,180,0
51,Male,Married,Postgraduate,SelfEmployed,13,143996,34546,489,2240729,8945226,1122187,240,0
21,Female,Married,HighSchool,SelfEmployed,6,145182,51392,701,4954503,6058784,889902,240,0
56,Female,Married,Postgraduate,Salaried,20,159560,95910,593,40200,5147699,122355,240,1
55,Male,Single,Graduate,Salaried,20,184192,93621,817,308150,7645515,699747,240,1
48,Male,Single,Postgraduate,Business,16,158078,29989,563,4610152,3500288,2424703,180,0
38,Male,Single,HighSchool,Business,26,87933,30083,800,2493310,3181293,2443360,360,0
42,Female,Single,Graduate,Business,15,110485,28899,465,1913416,9106432,720030,60,0
43,Female,Married,HighSchool,Salaried,26,134432,16830,702,3246458,1043929,2603923,240,0
52,Female,Single,Graduate,Business,20,103634,15309,717,2433504,9312152,556972,360,0
40,Male,Married,Graduate,Business,5,152762,87251,668,3021837,1710953,1942739,120,0
35,Female,Single,Postgraduate,SelfEmployed,14,183542,47341,830,160462,9738931,2832245,240,1
29,Male,Single,HighSchool,SelfEmployed,4,97224,81818,583,3017175,7059712,367791,180,0
39,Female,Single,Postgraduate,Salaried,14,187544,68821,444,995886,6002129,2402311,360,0
34,Female,Married,Postgraduate,SelfEmployed,7,41098,46220,521,2643273,3699718,1502248,120,0
53,Male,Married,Postgraduate,Salaried,3,149213,11068,757,3340521,7694450,630118,360,0
44,Male,Married,HighSchool,Business,10,28989,55701,420,2317322,1301351,1262492,360,0
28,Male,Single,HighSchool,Salaried,0,168860,79805,321,414437,7816127,2359981,240,0
40,Female,Married,Postgraduate,Salaried,4,198825,28734,729,2715804,4848472,2292136,180,0
27,Male,Single,HighSchool,SelfEmployed,5,100869,83199,619,18679,3612666,2836131,60,1
26,Female,Single,Graduate,Salaried,4,97805,56644,476,354235,3485926,1298322,360,0
33,Female,Single,HighSchool,Salaried,26,27453,59552,305,2465420,1481196,910956,240,0
56,Male,Single,Graduate,Salaried,2,53910,7482,351,2006161,9838136,1293678,60,0
58,Female,Married,Graduate,Business,6,136445,13733,819,1000520,6068856,1020602,60,1
27,Female,Single,Graduate,SelfEmployed,15,160322,36382,844,4455124,666544,319746,180,1
27,Female,Single,HighSchool,Business,29,144617,40109,625,4428097,4082134,2916234,180,0
30,Female,Single,Postgraduate,Salaried,29,124932,70314,323,2114820,4487319,2739802,60,0
31,Female,Single,Graduate,SelfEmployed,12,58039,16239,542,4986653,6141838,2692925,360,0
52,Female,Single,HighSchool,Business,2,27798,94575,506,556392,5488339,1711525,60,0
49,Female,Married,Postgraduate,SelfEmployed,3,123004,27254,401,2403507,9484028,2108463,360,0
50,Male,Single,Graduate,Salaried,9,140774,82017,599,4629577,1447193,173588,180,0
40,Male,Single,Postgraduate,SelfEmployed,20,180117,43671,818,4085042,8404903,1345367,360,1
41,Male,Single,Postgraduate,SelfEmployed,23,109377,8757,431,795450,5918029,542466,120,0
33,Male,Married,Graduate,Salaried,10,108202,82321,487,1617808,5382375,1128203,360,0
37,Female,Married,Graduate,Salaried,3,76182,76759,859,1574703,3844107,490903,360,0
53,Male,Married,Graduate,Business,4,188252,66196,644,2449737,6755249,1557721,120,0
35,Female,Single,HighSchool,Salaried,21,189431,91336,432,3889785,5601736,2205320,120,0
27,Female,Single,Postgraduate,Business,24,120439,64267,639,3491346,3125487,378659,120,0
25,Male,Married,Postgraduate,Business,5,64592,75469,479,1433840,9771057,447455,360,0
30,Male,Married,HighSchool,Salaried,17,197111,69806,497,4054553,5426917,988930,60,0
25,Male,Married,Postgraduate,Business,18,75606,16524,474,715171,9842385,2266290,240,0
42,Male,Single,HighSchool,Business,11,101723,83650,656,1644376,6000986,205332,60,1
45,Male,Single,HighSchool,Business,21,179780,7787,346,3592944,7979525,2667578,360,0
33,Female,Single,Postgraduate,Salaried,23,27365,76334,715,2033600,1848742,2787888,60,0
48,Female,Single,HighSchool,SelfEmployed,23,179307,68813,541,4077873,8156631,880765,60,0
58,Male,Single,Postgraduate,Business,3,79532,18778,309,2056278,4787008,1406570,60,0
39,Male,Married,HighSchool,Salaried,20,121352,58865,572,4638649,1361290,616976,120,0
28,Female,Married,HighSchool,SelfEmployed,1,172286,41108,451,2711092,1198673,167579,240,0
